Year,State,County,Week,Arbovirus,CorvidsReported,CorvidsTested,OtherReported,OtherTested
2005,MA,25017,35,WNV,16,4,20,0
2005,MA,25017,36,WNV,25,5,28,2
2005,MA,25017,37,WNV,22,3,19,1
2005,MA,25017,38,WNV,29,2,43,0
2005,MA,25017,39,WNV,19,5,22,3
2005,MA,25017,40,WNV,11,4,22,1
2005,MA,25017,41,WNV,6,3,14,4
2005,MA,25019,33,WNV,0,0,1,0
2005,MA,25021,20,WNV,0,0,3,0
2005,MA,25021,21,WNV,0,0,5,0
2005,MA,25021,22,WNV,0,0,9,1
2005,MA,25021,23,WNV,2,0,8,0
2005,MA,25021,24,WNV,0,0,11,0
2005,MA,25021,25,WNV,1,0,13,0
2005,MA,25021,26,WNV,2,0,11,0
2005,MA,25021,27,WNV,4,0,16,0
2005,MA,25021,28,WNV,13,3,23,0
2005,MA,25021,29,WNV,3,2,17,1
2005,MA,25021,30,WNV,6,5,13,0
2005,MA,25021,31,WNV,5,0,28,2
2005,MA,25021,32,WNV,4,2,8,0
2005,MA,25021,33,WNV,2,1,5,0
2005,MA,25021,34,WNV,19,3,8,0
2005,MA,25021,35,WNV,11,2,16,1
2005,MA,25021,36,WNV,14,1,10,0
2005,MA,25021,37,WNV,10,2,24,1
2005,MA,25021,38,WNV,10,2,22,0
2005,MA,25021,39,WNV,6,1,12,2
2005,MA,25021,40,WNV,10,2,10,1
2005,MA,25021,41,WNV,1,0,4,0
2005,MA,25023,20,WNV,0,0,2,0
2005,MA,25023,21,WNV,0,0,4,0
2005,MA,25023,22,WNV,1,0,4,0
2005,MA,25023,23,WNV,2,1,14,0
2005,MA,25023,24,WNV,1,0,8,0
2005,MA,25023,25,WNV,3,1,9,0
2005,MA,25023,26,WNV,4,0,7,0
2005,MA,25023,27,WNV,0,0,6,0
2005,MA,25023,28,WNV,4,3,9,0
2005,MA,25023,29,WNV,0,0,3,0
2005,MA,25023,30,WNV,0,0,9,0
2005,MA,25023,31,WNV,5,1,17,2
2005,MA,25023,32,WNV,1,0,10,1
2005,MA,25023,33,WNV,3,1,8,1
2005,MA,25023,34,WNV,1,1,16,1
2005,MA,25023,35,WNV,4,0,13,3
2005,MA,25023,36,WNV,13,4,32,0
2005,MA,25023,37,WNV,11,2,37,3
2005,MA,25023,38,WNV,11,3,24,4
2005,MA,25023,39,WNV,3,3,19,2
2005,MA,25023,40,WNV,5,3,15,0
2005,MA,25023,41,WNV,1,0,4,2
2005,MA,25025,20,WNV,0,0,1,0
2005,MA,25025,23,WNV,0,0,5,0
2005,MA,25025,24,WNV,5,0,0,0
2005,MA,25025,26,WNV,0,0,9,0
2005,MA,25025,27,WNV,0,0,3,0
2005,MA,25025,28,WNV,1,0,8,3
2005,MA,25025,29,WNV,3,0,0,0
2005,MA,25025,30,WNV,0,0,6,1
2005,MA,25025,31,WNV,3,2,10,0
2005,MA,25025,32,WNV,3,0,0,0
2005,MA,25025,33,WNV,7,3,2,1
2005,MA,25025,34,WNV,7,1,10,1
2005,MA,25025,35,WNV,1,0,4,0
2005,MA,25025,36,WNV,9,3,2,0
2005,MA,25025,37,WNV,7,0,6,0
2005,MA,25025,38,WNV,11,3,6,3
2005,MA,25025,39,WNV,3,0,4,0
2005,MA,25025,40,WNV,2,0,3,0
2005,MA,25025,41,WNV,0,0,4,0
2005,MA,25027,22,WNV,2,1,2,0
2005,MA,25027,23,WNV,0,0,5,0
2005,MA,25027,24,WNV,0,0,5,0
2005,MA,25027,25,WNV,0,0,3,0
2005,MA,25027,26,WNV,0,0,2,0
2005,MA,25027,27,WNV,1,0,7,0
2005,MA,25027,28,WNV,1,0,4,0
2005,MA,25027,29,WNV,4,1,6,0
2005,MA,25027,30,WNV,0,0,7,0
2005,MA,25027,31,WNV,4,1,3,1
2005,MA,25027,32,WNV,3,1,2,0
2005,MA,25027,33,WNV,1,0,3,1
2005,MA,25027,34,WNV,0,0,1,0
2005,MA,25027,35,WNV,7,2,4,0
2005,MA,25027,36,WNV,2,0,4,0
2005,MA,25027,37,WNV,7,1,8,1
2005,MA,25027,38,WNV,6,3,3,0
2005,MA,25027,39,EEE,0,0,1,1
2005,MA,25027,39,WNV,11,4,13,1
2005,MA,25027,40,WNV,2,1,14,0
2005,MA,25027,41,WNV,1,0,1,0
2005,ME,23001,26,WNV,1,0,0,0
2005,ME,23001,27,WNV,3,0,0,0
2005,ME,23001,28,WNV,1,1,1,0
2005,ME,23001,29,WNV,1,1,0,0
2005,ME,23001,30,WNV,1,1,0,0
2005,ME,23001,31,WNV,1,0,0,0
2005,ME,23001,34,WNV,2,1,1,0
2005,ME,23001,35,WNV,1,1,0,0
2005,ME,23001,36,WNV,1,0,1,0
2005,ME,23001,38,WNV,0,0,1,0
2005,ME,23001,39,WNV,0,0,3,0
2005,ME,23001,40,WNV,0,0,3,0
2005,ME,23001,41,WNV,1,0,0,0
2005,ME,23001,42,WNV,1,1,0,0
2005,ME,23003,28,WNV,1,0,0,0
2005,ME,23003,29,WNV,1,0,0,0
2005,ME,23003,31,WNV,2,0,4,0
2005,ME,23003,32,WNV,0,0,1,0
2005,ME,23003,34,WNV,0,0,1,0
2005,ME,23003,37,WNV,0,0,1,0
2005,ME,23003,38,WNV,1,0,0,0
2005,ME,23003,40,WNV,0,0,1,0
2005,ME,23003,41,WNV,0,0,1,1
2005,ME,23003,43,WNV,1,1,0,0
2005,ME,23005,26,WNV,3,0,0,0
2005,ME,23005,27,WNV,8,0,0,0
2005,ME,23005,28,WNV,4,0,0,0
2005,ME,23005,29,WNV,7,2,0,0
2005,ME,23005,30,WNV,4,2,0,0
2005,ME,23005,31,WNV,5,2,1,0
2005,ME,23005,32,WNV,3,2,0,0
2005,ME,23005,33,WNV,3,0,1,0
2005,ME,23005,34,WNV,2,2,3,0
2005,ME,23005,35,WNV,1,1,2,0
2005,ME,23005,36,WNV,3,0,1,0
2005,ME,23005,37,WNV,3,2,5,5
2005,ME,23005,38,WNV,0,0,1,0
2005,ME,23005,39,WNV,3,2,1,0
2005,ME,23005,40,WNV,2,1,8,2
2005,ME,23005,41,WNV,2,1,4,2
2005,ME,23005,42,WNV,3,1,6,3
2005,ME,23005,43,WNV,1,0,4,1
2005,ME,23005,44,WNV,0,0,1,0
2005,ME,23007,28,WNV,1,0,0,0
2005,ME,23007,30,WNV,1,0,0,0
2005,ME,23007,31,WNV,1,0,0,0
2005,ME,23007,40,WNV,0,0,1,0
2005,ME,23007,42,WNV,1,0,1,0
2005,ME,23009,25,WNV,2,0,0,0
2005,ME,23009,27,WNV,2,0,0,0
2005,ME,23009,28,WNV,3,0,0,0
2005,ME,23009,29,WNV,2,0,0,0
2005,ME,23009,30,WNV,2,0,1,1
2005,ME,23009,33,WNV,0,0,1,1
2005,ME,23009,41,WNV,0,0,1,0
2005,ME,23009,42,WNV,0,0,1,1
2005,ME,23011,25,WNV,2,0,0,0
2005,ME,23011,26,WNV,1,1,0,0
2005,ME,23011,28,WNV,7,1,0,0
2005,ME,23011,30,WNV,1,0,0,0
2005,ME,23011,31,WNV,1,0,1,1
2005,ME,23011,32,WNV,1,0,1,0
2005,ME,23011,34,WNV,0,0,2,0
2005,ME,23011,35,WNV,1,0,0,0
2005,ME,23011,37,WNV,2,2,1,0
2005,ME,23011,38,WNV,1,1,0,0
2005,ME,23011,40,WNV,1,1,0,0
2005,ME,23011,41,WNV,1,0,1,0
2005,ME,23011,42,WNV,0,0,1,0
2005,ME,23013,32,WNV,1,0,0,0
2005,ME,23013,43,WNV,1,0,2,0
2005,ME,23015,25,WNV,2,0,0,0
2005,ME,23015,26,WNV,1,0,0,0
2005,ME,23015,27,WNV,2,0,0,0
2005,ME,23015,29,WNV,1,1,0,0
2005,ME,23015,34,WNV,0,0,1,0
2005,ME,23015,37,WNV,0,0,2,0
2005,ME,23015,39,WNV,0,0,2,0
2005,ME,23015,42,WNV,0,0,1,0
2005,ME,23015,43,WNV,2,2,0,0
2005,ME,23017,26,WNV,1,0,0,0
2005,ME,23017,31,WNV,0,0,1,0
2005,ME,23017,37,WNV,1,1,1,0
2005,ME,23017,40,WNV,0,0,1,1
2005,ME,23017,42,WNV,0,0,1,0
2005,ME,23017,43,WNV,0,0,1,0
2005,ME,23019,25,WNV,2,0,0,0
2005,ME,23019,26,WNV,0,0,1,0
2005,ME,23019,27,WNV,2,0,0,0
2005,ME,23019,28,WNV,5,0,0,0
2005,ME,23019,29,WNV,1,1,0,0
2005,ME,23019,30,WNV,2,1,0,0
2005,ME,23019,31,WNV,0,0,1,1
2005,ME,23019,32,WNV,0,0,1,1
2005,ME,23019,34,WNV,1,1,2,1
2005,ME,23019,36,WNV,1,0,0,0
2005,ME,23019,37,WNV,0,0,1,0
2005,ME,23019,38,WNV,1,0,0,0
2005,ME,23019,40,WNV,1,0,0,0
2005,ME,23019,41,WNV,0,0,1,0
2005,ME,23019,42,WNV,0,0,4,1
2005,ME,23019,43,WNV,0,0,1,0
2005,ME,23021,27,WNV,1,0,0,0
2005,ME,23021,32,WNV,0,0,1,0
2005,ME,23021,38,WNV,0,0,1,0
2005,ME,23023,25,WNV,1,0,0,0
2005,ME,23023,27,WNV,1,0,0,0
2005,ME,23023,28,WNV,1,0,1,0
2005,ME,23023,29,WNV,1,0,0,0
2005,ME,23023,36,WNV,0,0,2,0
2005,ME,23023,39,WNV,0,0,2,0
2005,ME,23023,44,WNV,1,0,0,0
2005,ME,23025,25,WNV,0,0,3,0
2005,ME,23025,28,WNV,4,1,0,0
2005,ME,23025,29,WNV,1,1,0,0
2005,ME,23025,40,WNV,0,0,2,1
2005,ME,23025,43,WNV,0,0,1,0
2005,ME,23027,27,WNV,4,0,0,0
2005,ME,23027,29,WNV,1,0,0,0
2005,ME,23027,31,WNV,0,0,1,0
2005,ME,23029,31,WNV,1,1,0,0
2005,ME,23031,25,WNV,1,0,0,0
2005,ME,23031,27,WNV,2,0,0,0
2005,ME,23031,28,WNV,2,1,0,0
2005,ME,23031,29,WNV,2,1,0,0
2005,ME,23031,30,WNV,0,0,1,0
2005,ME,23031,31,WNV,6,2,0,0
2005,ME,23031,32,WNV,1,1,2,2
2005,ME,23031,33,WNV,2,2,1,0
2005,ME,23031,34,WNV,6,4,1,0
2005,ME,23031,35,WNV,5,0,4,0
2005,ME,23031,36,WNV,2,2,2,0
2005,ME,23031,37,WNV,10,3,2,0
2005,ME,23031,38,WNV,10,6,3,0
2005,ME,23031,39,WNV,15,8,12,1
2005,ME,23031,40,WNV,15,8,13,8
2005,ME,23031,41,WNV,4,4,6,3
2005,ME,23031,42,WNV,6,4,13,7
2005,ME,23031,43,WNV,1,0,4,0
2005,NH,33001,34,EEE,0,0,1,1
2005,NH,33001,34,WNV,0,0,1,1
2005,NH,33001,37,EEE,1,1,0,0
2005,NH,33001,37,WNV,1,1,0,0
2005,NH,33001,39,EEE,1,1,0,0
2005,NH,33001,39,WNV,1,1,0,0
2005,NH,33005,36,EEE,2,2,0,0
2005,NH,33005,36,WNV,2,2,0,0
2005,NH,33005,37,EEE,0,0,1,1
2005,NH,33005,37,WNV,0,0,1,1
2005,NH,33005,38,EEE,1,1,0,0
2005,NH,33005,38,WNV,1,1,0,0
2005,NH,33005,39,EEE,1,1,1,1
2005,NH,33005,39,WNV,1,1,1,1
2005,NH,33007,38,EEE,0,0,1,1
2005,NH,33007,38,WNV,0,0,1,1
2005,NH,33009,37,EEE,0,0,5,5
2005,NH,33009,37,WNV,0,0,5,5
2005,NH,33009,38,EEE,0,0,4,4
2005,NH,33009,38,WNV,0,0,4,4
2005,NH,33009,39,EEE,0,0,2,2
2005,NH,33009,39,WNV,0,0,2,2
2005,NH,33011,24,EEE,1,1,0,0
2005,NH,33011,24,WNV,1,1,0,0
2005,NH,33011,25,EEE,1,1,0,0
2005,NH,33011,25,WNV,1,1,0,0
2005,NH,33011,26,EEE,1,1,0,0
2005,NH,33011,26,WNV,1,1,0,0
2005,NH,33011,27,EEE,1,1,0,0
2005,NH,33011,27,WNV,1,1,0,0
2005,NH,33011,28,EEE,1,1,0,0
2005,NH,33011,28,WNV,1,1,0,0
2005,NH,33011,31,EEE,6,6,1,1
2005,NH,33011,31,WNV,6,6,1,1
2005,NH,33011,32,EEE,4,4,4,4
2005,NH,33011,32,WNV,4,4,4,4
2005,NH,33011,33,EEE,4,4,3,3
2005,NH,33011,33,WNV,4,4,3,3
2005,NH,33011,34,EEE,5,5,4,4
2005,NH,33011,34,WNV,5,5,4,4
2005,NH,33011,35,EEE,2,2,6,6
2005,NH,33011,35,WNV,2,2,6,6
2005,NH,33011,36,EEE,1,1,3,3
2005,NH,33011,36,WNV,1,1,3,3
2005,NH,33011,37,EEE,8,8,4,4
2005,NH,33011,37,WNV,8,8,4,4
2005,NH,33011,38,EEE,2,2,6,6
2005,NH,33011,38,WNV,2,2,6,6
2005,NH,33011,39,EEE,2,2,4,4
2005,NH,33011,39,WNV,2,2,4,4
2005,NH,33013,22,EEE,0,0,2,2
2005,NH,33013,22,WNV,0,0,2,2
2005,NH,33013,23,EEE,1,1,0,0
2005,NH,33013,23,WNV,1,1,0,0
2005,NH,33013,26,EEE,1,1,0,0
2005,NH,33013,26,WNV,1,1,0,0
2005,NH,33013,30,EEE,3,3,0,0
2005,NH,33013,30,WNV,3,3,0,0
2005,NH,33013,31,EEE,0,0,5,5
2005,NH,33013,31,WNV,0,0,5,5
2005,NH,33013,32,EEE,4,4,1,1
2005,NH,33013,32,WNV,4,4,1,1
2005,NH,33013,33,EEE,1,1,0,0
2005,NH,33013,33,WNV,1,1,0,0
2005,NH,33013,34,EEE,6,6,6,6
2005,NH,33013,34,WNV,6,6,6,6
2005,NH,33013,35,EEE,7,7,7,7
2005,NH,33013,35,WNV,7,7,7,7
2005,NH,33013,36,EEE,3,3,9,9
2005,NH,33013,36,WNV,3,3,9,9
2005,NH,33013,37,EEE,4,4,8,8
2005,NH,33013,37,WNV,4,4,8,8
2005,NH,33013,38,EEE,2,2,7,7
2005,NH,33013,38,WNV,2,2,7,7
2005,NH,33013,39,EEE,2,2,5,5
2005,NH,33013,39,WNV,2,2,5,5
2005,NH,33013,40,EEE,1,1,2,2
2005,NH,33013,40,WNV,1,1,2,2
2005,NH,33015,31,EEE,0,0,1,1
2005,NH,33015,31,WNV,0,0,1,1
2005,NH,33015,32,EEE,0,0,1,1
2005,NH,33015,32,WNV,0,0,1,1
2005,NH,33015,34,EEE,3,3,1,1
2005,NH,33015,34,WNV,3,3,1,1
2005,NH,33015,35,EEE,0,0,3,3
2005,NH,33015,35,WNV,0,0,3,3
2005,NH,33015,36,EEE,3,3,8,8
2005,NH,33015,36,WNV,3,3,8,8
2005,NH,33015,37,EEE,6,6,6,6
2005,NH,33015,37,WNV,6,6,6,6
2005,NH,33015,38,EEE,3,3,10,10
2005,NH,33015,38,WNV,3,3,10,10
2005,NH,33015,39,EEE,3,3,3,3
2005,NH,33015,39,WNV,3,3,3,3
2005,NH,33015,40,EEE,2,2,1,1
2005,NH,33015,40,WNV,2,2,1,1
2005,NH,33017,31,EEE,0,0,1,1
2005,NH,33017,31,WNV,0,0,1,1
2005,NH,33017,34,EEE,1,1,0,0
2005,NH,33017,34,WNV,1,1,0,0
2005,NH,33017,35,EEE,1,1,0,0
2005,NH,33017,35,WNV,1,1,0,0
2005,NH,33017,36,EEE,1,1,2,2
2005,NH,33017,36,WNV,1,1,2,2
2005,NH,33017,37,EEE,0,0,2,2
2005,NH,33017,37,WNV,0,0,2,2
2005,NH,33017,38,EEE,4,4,1,1
2005,NH,33017,38,WNV,4,4,1,1
2005,NH,33017,39,EEE,0,0,1,1
2005,NH,33017,39,WNV,0,0,1,1
2005,NH,33017,40,EEE,0,0,1,1
2005,NH,33017,40,WNV,0,0,1,1
2005,VT,50001,23,WNV,0,0,1,1
2005,VT,50001,24,WNV,0,0,2,1
2005,VT,50001,25,WNV,0,0,3,1
2005,VT,50001,26,WNV,0,0,1,0
2005,VT,50001,27,WNV,1,0,3,1
2005,VT,50001,28,WNV,0,0,2,1
2005,VT,50001,29,WNV,0,0,3,3
2005,VT,50001,30,WNV,0,0,8,6
2005,VT,50001,31,WNV,1,1,1,1
2005,VT,50001,32,WNV,0,0,3,1
2005,VT,50001,33,WNV,0,0,3,2
2005,VT,50001,34,WNV,0,0,5,3
2005,VT,50001,35,WNV,1,1,3,2
2005,VT,50001,36,WNV,1,0,2,2
2005,VT,50001,38,WNV,1,0,2,2
2005,VT,50001,39,WNV,0,0,1,0
2005,VT,50001,41,WNV,0,0,4,2
2005,VT,50001,42,WNV,0,0,2,0
2005,VT,50003,26,WNV,1,1,0,0
2005,VT,50003,27,WNV,0,0,3,2
2005,VT,50003,28,WNV,0,0,3,2
2005,VT,50003,30,WNV,1,1,5,4
2005,VT,50003,31,WNV,0,0,1,1
2005,VT,50003,32,WNV,0,0,1,1
2005,VT,50003,33,WNV,0,0,1,1
2005,VT,50003,34,WNV,1,1,2,0
2005,VT,50003,35,WNV,0,0,1,0
2005,VT,50003,40,WNV,0,0,1,0
2005,VT,50003,41,WNV,0,0,1,1
2005,VT,50003,42,WNV,0,0,1,1
2005,VT,50005,24,WNV,0,0,1,0
2005,VT,50005,25,WNV,0,0,2,1
2005,VT,50005,26,WNV,0,0,1,1
2005,VT,50005,28,WNV,1,0,1,1
2005,VT,50005,29,WNV,0,0,1,1
2005,VT,50005,30,WNV,1,1,1,1
2005,VT,50005,31,WNV,1,1,3,3
2005,VT,50005,33,WNV,0,0,2,2
2005,VT,50005,34,WNV,1,1,1,1
2005,VT,50005,35,WNV,0,0,2,2
2005,VT,50005,36,WNV,0,0,1,1
2005,VT,50005,37,WNV,1,1,4,2
2005,VT,50005,38,WNV,0,0,3,3
2005,VT,50005,39,WNV,0,0,1,1
2005,VT,50005,40,WNV,0,0,2,1
2005,VT,50007,23,WNV,0,0,2,0
2005,VT,50007,24,WNV,0,0,17,9
2005,VT,50007,25,WNV,1,0,31,15
2005,VT,50007,26,WNV,2,0,18,13
2005,VT,50007,27,WNV,1,0,12,4
2005,VT,50007,28,WNV,0,0,13,4
2005,VT,50007,29,WNV,5,1,16,9
2005,VT,50007,30,WNV,2,0,12,5
2005,VT,50007,31,WNV,0,0,7,1
2005,VT,50007,32,WNV,0,0,13,8
2005,VT,50007,33,WNV,1,1,5,3
2005,VT,50007,34,WNV,4,1,21,5
2005,VT,50007,35,WNV,1,0,19,6
2005,VT,50007,36,WNV,0,0,8,4
2005,VT,50007,37,WNV,0,0,15,3
2005,VT,50007,38,WNV,0,0,3,0
2005,VT,50007,39,WNV,0,0,6,3
2005,VT,50007,40,WNV,1,0,14,11
2005,VT,50007,41,WNV,0,0,10,8
2005,VT,50007,42,WNV,0,0,6,4
2005,VT,50009,26,WNV,0,0,1,0
2005,VT,50009,34,WNV,0,0,2,1
2005,VT,50011,23,WNV,0,0,1,0
2005,VT,50011,24,WNV,0,0,1,0
2005,VT,50011,25,WNV,1,0,11,1
2005,VT,50011,26,WNV,0,0,9,6
2005,VT,50011,27,WNV,0,0,7,1
2005,VT,50011,28,WNV,0,0,4,2
2005,VT,50011,29,WNV,0,0,4,3
2005,VT,50011,30,WNV,0,0,3,2
2005,VT,50011,31,WNV,0,0,7,0
2005,VT,50011,32,WNV,0,0,2,2
2005,VT,50011,33,WNV,0,0,1,1
2005,VT,50011,34,WNV,1,0,11,5
2005,VT,50011,35,WNV,0,0,4,2
2005,VT,50011,36,WNV,0,0,1,0
2005,VT,50011,37,WNV,0,0,1,0
2005,VT,50011,39,WNV,1,1,2,1
2005,VT,50011,40,WNV,0,0,2,1
2005,VT,50011,41,WNV,0,0,2,0
2005,VT,50011,42,WNV,1,0,0,0
2005,VT,50013,25,WNV,1,0,1,0
2005,VT,50013,26,WNV,0,0,2,1
2005,VT,50013,27,WNV,0,0,1,1
2005,VT,50013,28,WNV,1,1,0,0
2005,VT,50013,31,WNV,0,0,1,1
2005,VT,50013,34,WNV,0,0,1,1
2005,VT,50013,35,WNV,0,0,1,0
2005,VT,50013,37,WNV,1,0,0,0
2005,VT,50013,40,WNV,0,0,1,0
2005,VT,50013,41,WNV,1,0,0,0
2005,VT,50015,23,WNV,0,0,2,2
2005,VT,50015,25,WNV,2,1,1,0
2005,VT,50015,26,WNV,0,0,2,1
2005,VT,50015,27,WNV,0,0,1,0
2005,VT,50015,28,WNV,1,1,1,0
2005,VT,50015,29,WNV,0,0,1,1
2005,VT,50015,30,WNV,0,0,3,2
2005,VT,50015,31,WNV,0,0,2,2
2005,VT,50015,32,WNV,1,1,2,1
2005,VT,50015,33,WNV,2,1,0,0
2005,VT,50015,34,WNV,0,0,4,3
2005,VT,50015,35,WNV,1,0,0,0
2005,VT,50015,36,WNV,1,1,1,1
2005,VT,50015,37,WNV,0,0,2,1
2005,VT,50015,38,WNV,0,0,1,0
2005,VT,50015,39,WNV,0,0,1,1
2005,VT,50015,40,WNV,0,0,3,1
2005,VT,50015,42,WNV,0,0,2,0
2005,VT,50017,24,WNV,1,0,0,0
2005,VT,50017,25,WNV,0,0,3,2
2005,VT,50017,26,WNV,1,0,2,1
2005,VT,50017,27,WNV,0,0,1,0
2005,VT,50017,28,WNV,0,0,3,2
2005,VT,50017,29,WNV,0,0,2,1
2005,VT,50017,31,WNV,2,0,2,1
2005,VT,50017,33,WNV,0,0,5,1
2005,VT,50017,34,WNV,0,0,6,4
2005,VT,50017,35,WNV,0,0,1,0
2005,VT,50017,38,WNV,1,1,3,2
2005,VT,50017,39,WNV,0,0,1,0
2005,VT,50017,40,WNV,0,0,2,1
2005,VT,50017,41,WNV,0,0,2,2
2005,VT,50019,22,WNV,0,0,2,0
2005,VT,50019,25,WNV,2,0,2,0
2005,VT,50019,26,WNV,0,0,1,1
2005,VT,50019,28,WNV,0,0,2,0
2005,VT,50019,29,WNV,0,0,2,1
2005,VT,50019,30,WNV,0,0,3,2
2005,VT,50019,31,WNV,0,0,1,0
2005,VT,50019,32,WNV,0,0,1,1
2005,VT,50019,33,WNV,1,0,0,0
2005,VT,50019,34,WNV,0,0,4,3
2005,VT,50019,35,WNV,0,0,2,1
2005,VT,50019,36,WNV,0,0,2,2
2005,VT,50019,37,WNV,0,0,4,4
2005,VT,50019,38,WNV,0,0,1,1
2005,VT,50019,39,WNV,0,0,1,1
2005,VT,50019,40,WNV,0,0,1,1
2005,VT,50019,41,WNV,0,0,5,4
2005,VT,50019,42,WNV,1,1,1,1
2005,VT,50021,23,WNV,1,0,0,0
2005,VT,50021,24,WNV,0,0,2,0
2005,VT,50021,25,WNV,1,0,3,3
2005,VT,50021,26,WNV,0,0,1,1
2005,VT,50021,27,WNV,4,2,2,2
2005,VT,50021,28,WNV,0,0,3,1
2005,VT,50021,29,WNV,1,0,3,2
2005,VT,50021,30,WNV,1,1,5,4
2005,VT,50021,31,WNV,2,2,3,0
2005,VT,50021,32,WNV,1,0,8,4
2005,VT,50021,33,WNV,0,0,5,1
2005,VT,50021,34,WNV,1,1,4,2
2005,VT,50021,36,WNV,0,0,2,2
2005,VT,50021,37,WNV,0,0,1,1
2005,VT,50021,39,WNV,0,0,2,1
2005,VT,50021,40,WNV,0,0,2,2
2005,VT,50021,41,WNV,0,0,7,5
2005,VT,50021,42,WNV,0,0,4,1
2005,VT,50023,22,WNV,0,0,2,0
2005,VT,50023,23,WNV,0,0,3,2
2005,VT,50023,24,WNV,0,0,3,1
2005,VT,50023,25,WNV,0,0,4,4
2005,VT,50023,26,WNV,1,0,5,3
2005,VT,50023,27,WNV,1,0,2,0
2005,VT,50023,28,WNV,2,2,6,5
2005,VT,50023,29,WNV,0,0,7,2
2005,VT,50023,30,WNV,1,0,3,3
2005,VT,50023,31,WNV,1,1,6,1
2005,VT,50023,33,WNV,0,0,4,3
2005,VT,50023,34,WNV,1,0,5,3
2005,VT,50023,35,WNV,1,0,1,0
2005,VT,50023,36,WNV,0,0,6,1
2005,VT,50023,37,WNV,1,0,1,0
2005,VT,50023,39,WNV,0,0,1,0
2005,VT,50023,40,WNV,0,0,1,0
2005,VT,50023,41,WNV,0,0,1,0
2005,VT,50023,42,WNV,0,0,2,0
2005,VT,50025,19,WNV,0,0,1,0
2005,VT,50025,20,WNV,0,0,1,0
2005,VT,50025,22,WNV,0,0,3,0
2005,VT,50025,23,WNV,0,0,4,2
2005,VT,50025,24,WNV,0,0,4,2
2005,VT,50025,25,WNV,0,0,4,0
2005,VT,50025,26,WNV,2,1,1,1
2005,VT,50025,28,WNV,1,1,3,3
2005,VT,50025,29,WNV,0,0,9,5
2005,VT,50025,30,WNV,0,0,5,2
2005,VT,50025,31,WNV,1,1,4,1
2005,VT,50025,32,WNV,2,2,2,1
2005,VT,50025,33,WNV,2,0,11,8
2005,VT,50025,34,WNV,0,0,3,3
2005,VT,50025,35,WNV,1,1,4,4
2005,VT,50025,36,WNV,2,1,5,2
2005,VT,50025,37,WNV,0,0,2,1
2005,VT,50025,38,WNV,0,0,2,1
2005,VT,50025,39,WNV,0,0,3,1
2005,VT,50025,41,WNV,0,0,1,1
2005,VT,50025,42,WNV,0,0,2,0
2005,VT,50027,23,WNV,1,0,1,1
2005,VT,50027,24,WNV,0,0,2,2
2005,VT,50027,25,WNV,1,0,4,1
2005,VT,50027,26,WNV,0,0,3,3
2005,VT,50027,27,WNV,0,0,1,1
2005,VT,50027,28,WNV,0,0,6,3
2005,VT,50027,29,WNV,1,0,1,1
2005,VT,50027,30,WNV,1,0,6,3
2005,VT,50027,31,WNV,0,0,5,1
2005,VT,50027,32,WNV,0,0,4,3
2005,VT,50027,33,WNV,0,0,9,4
2005,VT,50027,34,WNV,0,0,6,6
2005,VT,50027,35,WNV,0,0,2,2
2005,VT,50027,36,WNV,0,0,2,1
2005,VT,50027,37,WNV,0,0,3,2
2005,VT,50027,38,WNV,0,0,4,2
2005,VT,50027,39,WNV,1,0,6,4
2005,VT,50027,40,WNV,1,1,4,1
2005,VT,50027,41,WNV,0,0,4,4
2005,VT,50027,42,WNV,0,0,2,0
2006,MA,25001,20,WNV,1,1,2,1
2006,MA,25001,21,WNV,1,0,1,0
2006,MA,25001,22,WNV,0,0,6,1
2006,MA,25001,23,WNV,3,3,7,0
2006,MA,25001,24,WNV,0,0,4,0
2006,MA,25001,25,WNV,1,0,0,0
2006,MA,25001,26,WNV,2,1,3,0
2006,MA,25001,27,WNV,3,0,16,0
2006,MA,25001,28,WNV,4,2,8,1
2006,MA,25001,29,WNV,2,0,7,1
2006,MA,25001,30,WNV,14,4,15,0
2006,MA,25001,31,WNV,7,2,16,0
2006,MA,25001,32,WNV,10,2,11,0
2006,MA,25001,33,WNV,4,1,12,0
2006,MA,25001,34,WNV,6,1,14,2
2006,MA,25001,35,WNV,8,6,23,3
2006,MA,25001,36,WNV,4,1,33,1
2006,MA,25001,37,WNV,7,4,21,0
2006,MA,25001,38,WNV,2,0,12,0
2006,MA,25001,39,WNV,2,1,16,0
2006,MA,25003,19,WNV,0,0,1,0
2006,MA,25003,20,WNV,0,0,1,0
2006,MA,25003,21,WNV,0,0,1,0
2006,MA,25003,22,WNV,0,0,1,0
2006,MA,25003,23,WNV,1,1,1,0
2006,MA,25003,24,WNV,1,0,0,0
2006,MA,25003,25,WNV,1,1,1,0
2006,MA,25003,27,WNV,1,0,0,0
2006,MA,25003,29,WNV,2,0,1,0
2006,MA,25003,30,WNV,2,0,1,0
2006,MA,25003,31,WNV,0,0,4,0
2006,MA,25003,32,WNV,2,0,3,0
2006,MA,25003,33,WNV,3,1,1,0
2006,MA,25003,34,WNV,0,0,1,0
2006,MA,25003,35,WNV,0,0,4,0
2006,MA,25003,37,WNV,0,0,1,0
2006,MA,25003,38,WNV,0,0,2,0
2006,MA,25003,39,WNV,1,0,0,0
2006,MA,25005,20,WNV,0,0,2,0
